date,Algeria ra7_value,Algeria value,Azerbaijan ra7_value,Azerbaijan value,Libya ra7_value,Libya value,LNG ra7_value,LNG value,NA ra7_value,NA value,Norway ra7_value,Norway value,Russia ra7_value,Russia value
2021-01-26T23:00:00Z,105.18153902142853,120.66793150000001,16.19912845714286,16.0994092,9.144789064285717,8.7195488,130.6885540092857,152.01217327,49.155093214285714,29.0716364,383.55521438639283,390.4478200038,386.1449475745213,384.7441792
2021-01-27T23:00:00Z,107.33982484999994,121.4247202,16.194920064285718,16.1113786,8.989117821428575,8.7285812,130.8547333192857,136.29588983,46.686866192857146,35.9239098,383.1317387788785,392.1113252984,386.26414205489993,386.6785265253
2021-01-28T23:00:00Z,108.75229267142852,123.3793498,16.189689128571434,16.1106182,8.952756421428576,8.7739572,130.44792922,123.56975562,44.274974092857136,36.368039,384.0800239132285,395.67695571670004,385.70587050646424,386.4349313087
2021-01-29T23:00:00Z,109.41491387142851,121.8915716,16.16530248571429,15.8327553,9.150474550000004,8.7662254,130.26537358142858,120.38793453,42.61007014285713,25.6826629,384.8769384216857,393.9484747954,384.9245291018357,382.5009978942
2021-01-30T23:00:00Z,110.10377086428564,121.2105061,16.136250092857146,15.7566447,9.116255221428576,8.7764957,126.57655105571429,65.76775147000001,41.73358581428571,31.985266,372.5052103707143,223.8160933784,383.9639964946928,380.6057972
2021-01-31T23:00:00Z,111.22208798571421,121.2954244,16.135021671428575,16.170501,9.08428253571429,9.3587523,129.89718958142856,180.90741966,40.24485057857142,43.4242663,372.1526777029357,389.0498147827,383.2790970034785,384.995692523
2021-02-01T23:00:00Z,112.6548791714285,121.1994651,16.041079692857146,14.8587275,9.365648357142861,12.1247542,132.53872360285715,164.37015297,39.35345219285715,46.8812192,371.29124657805716,384.9148494259,382.76239482993566,385.6188196704
2021-02-02T23:00:00Z,114.03067788571421,121.38251100000001,16.048045892857143,16.2649032,9.642517764285719,12.0458878,134.8174384242857,160.95644453,39.42246025714286,50.182134,370.60965891165,382.1754239418,383.1154267248499,391.7637965107
2021-02-03T23:00:00Z,115.98957949285706,121.37659550000001,16.063850957142858,16.385209,9.87974781428572,11.4862484,137.41858871285712,167.62417471,39.72527194285715,54.5846775,371.70829579684283,388.2747635894,383.56735330192845,393.30147967749997
2021-02-04T23:00:00Z,118.19920847857135,121.0975641,16.078372585714288,16.3760972,10.118666278571434,12.6055037,140.39454222714284,159.43822493,40.02127655714286,46.3873129,372.39207362283565,394.5881180797,384.6021894665284,395.7264023044
2021-02-05T23:00:00Z,119.40238532857136,120.1620533,15.885968964285718,13.5653001,10.279331407142863,10.4146402,144.10104166785712,162.74597263,40.22755813571428,43.1676239,373.30858222603564,395.3645628734,386.1402699207784,396.1905338595
2021-02-06T23:00:00Z,120.26241343571421,120.7830144,15.829881028571432,15.4252884,10.401260007142863,9.8765065,147.37975989428568,162.66613161,41.2759638,46.8873655,377.6523996309357,395.2002984779,387.3513728237141,390.6482466411
2021-02-07T23:00:00Z,121.06391542857136,121.1200352,15.832802900000003,16.3083805,10.368366207142861,11.5056984,152.27363631285715,210.59889353,41.95236082142857,53.5851249,378.9781332836142,394.9154649091,387.79758802095694,386.65743786219997
2021-02-08T23:00:00Z,121.2354256714285,120.3052172,15.82607892857143,16.2998921,10.453368071428574,13.1643532,157.54426735500002,238.27882368,42.46090924285715,50.3214911,377.91602819929994,370.3404295176,388.00954125879264,386.2667364461
2021-02-09T23:00:00Z,121.31971897857134,121.84803779999999,15.841766907142858,16.3190409,10.770984992857146,13.1661857,165.46271623642858,262.87045761,44.1932248,53.3240542,377.33205153316425,382.2721466779,388.5703070373641,392.5949001
2021-02-10T23:00:00Z,121.33510727857136,121.6401564,15.85885125714286,16.3505595,10.969634507142858,11.5096744,178.0210934957143,312.11317146,45.63073362857143,56.0490334,377.2321073851428,390.7121072261,389.32407555698546,397.23128579999997
2021-02-11T23:00:00Z,121.18791579285707,121.318669,15.879634835714286,16.4015883,11.164336971428572,11.4997917,190.86896545928576,303.43996311,46.69215447142857,51.2279308,376.67879503222855,387.9305827759,389.94273751350687,395.0961987
2021-02-12T23:00:00Z,121.09536584285708,120.5958723,15.917681857142858,16.3654136,11.244295907142858,9.8856505,199.08474343857145,235.40882624,48.07349517857143,45.0214328,375.4638671659856,376.939484668,390.2687914996354,387.0657537
2021-02-13T23:00:00Z,120.98968016428566,119.7309066,15.620908885714286,11.6018231,11.322450307142859,9.8706573,210.64743877928575,227.64548624,48.70555419285714,40.8340922,385.4989624775285,364.30742774,390.43224492820684,382.89414519999997
2021-02-14T23:00:00Z,121.02390317142851,121.7745465,15.6828462,17.0376234,11.63224277857143,13.6958469,214.12898471714288,229.64906279,49.09377622857142,48.8593748,385.36301288115703,387.1465204335,390.53954142656403,386.4978435
2021-02-15T23:00:00Z,121.0929975571428,122.1667865,15.913382157142857,18.0862309,11.393088392857143,8.7765928,220.89327986928575,259.0702851,49.162623999999994,47.845088,382.8972316466499,350.3939121428,390.4172861643926,383.907246
2021-02-16T23:00:00Z,121.03920014285708,120.6293472,16.078016707142858,18.5697869,11.277026957142857,10.4210277,227.48116329357143,253.18681247,48.97879189285714,47.6084845,381.8569194825071,367.6110536438,389.8643014850569,384.022011
2021-02-17T23:00:00Z,120.98859264999994,120.6680906,16.055302935714284,16.0672162,11.044738550000002,8.2342107,234.33443758928573,263.57001485,48.29141920714285,44.9614599,380.96425004057136,375.7773914023,387.65975660809266,362.4378514
2021-02-18T23:00:00Z,120.99817497142851,121.2317166,15.959203607142856,15.0307066,10.888694621428572,10.4208887,239.560034755,232.59658525,48.159721842857145,44.5435498,379.56245461865,374.96298217279997,384.5249449220641,351.8390387
2021-02-19T23:00:00Z,121.00272334285708,120.2257305,16.109733892857143,15.6727241,10.576446785714285,6.0431704999999996,241.03437539285713,183.38674156,47.376528178571434,32.2029126,377.93853371187146,372.6296701785,380.38804681067126,338.2739603
2021-02-20T23:00:00Z,120.94380757857138,119.9581937,16.09011602142857,15.1506382,10.536185849999999,9.3128534,242.615842765,184.80667482,46.55108174285715,35.3311154,376.36248945467145,373.1356788771,376.86139018630695,341.2750539
2021-02-21T23:00:00Z,120.9838266714285,121.6803025,15.874530307142857,13.2901805,10.575246207142856,12.0525434,245.09123155285712,245.25433656,46.38100186428572,51.2040066,374.46786205242864,368.39068127769997,374.0466199532927,347.2506546
2021-02-22T23:00:00Z,120.85526585714278,118.50536579999999,15.569630685714285,12.0312974,10.534365214285714,12.5920193,245.32077028499995,241.49236593,46.105138350000004,46.4594019,372.90991395109296,348.5291560989,371.1103248571427,345.1586051
2021-02-23T23:00:00Z,120.74113008571422,120.250137,15.40618057142857,14.0307393,10.45874027142857,12.1074365,242.34093564928568,221.15277271,45.142361157142865,39.8451735,370.7409995978358,351.9073457323,367.75563962142843,345.6293068
2021-02-24T23:00:00Z,120.69237872142851,120.9576373,14.928342614285713,9.6608281,10.422410085714287,11.0010518,237.2042173028571,240.19911461,44.56886612454144,48.02010294358001,368.384583528043,357.722282249,363.8424211214284,342.4462268
2021-02-25T23:00:00Z,120.68699722142851,121.243328,14.618751407142854,12.0673114,10.384078014285715,10.9631427,233.06760918428566,245.52744945,44.17052276586549,45.6511237785368,366.78830207001437,365.5826423635,360.201973892857,344.1299375
2021-02-26T23:00:00Z,120.56836203571422,118.9349797,14.477966121428567,14.3944196,10.461587271428572,10.9707801,233.02136079142852,234.76134874000002,43.45940176586549,35.0657388,366.165291862243,368.2173417592,357.71660430714275,352.2705795
2021-02-27T23:00:00Z,120.51114471428563,118.9298641,14.676895271428567,14.3868312,10.539532285714285,10.9618875,240.2031901171428,328.1910968,43.10397913015121,35.8581753,375.454032402643,494.34979530559997,355.56194590714273,352.7289276
2021-02-28T23:00:00Z,120.54576177142849,122.2591853,14.465194521428568,14.0738129,10.385511721428571,11.539559,245.56400821999998,304.70051623,42.55813820157978,41.2176018,374.3079601514502,371.1015089168,353.9615489214284,364.0922857
2021-03-01T23:00:00Z,120.3362952857142,119.23425569999999,14.272677407142853,15.3909913,10.464366057142856,9.8805535,250.21132230571425,324.1326823,42.13480616586549,41.9184395,376.063702945943,374.9743112657,353.1375955142856,372.3718983
2021-03-02T23:00:00Z,120.45507641428563,122.29228300000001,14.045847192857138,15.3941639,10.543167828571427,11.5242525,253.91835543714282,305.08527631,42.174409973008345,48.1629378,376.139785244393,368.67620582210003,352.5920027714284,376.3837126
2021-03-03T23:00:00Z,120.58114992857135,122.4331198,13.994665871428568,15.3506777,10.740325078571427,10.9944122,257.1012016907143,308.1298624,42.30351975157977,46.7689968,375.15692137731446,362.0172972632,353.8268609885213,379.7258664393
2021-03-04T23:00:00Z,120.61429284285705,121.6957174,14.010576142857138,15.2534504,10.89880129285714,12.6395557,263.82343922857143,326.70791078,42.55860870157977,48.1147951,375.106143087593,374.2520861167,355.776579497307,379.13509782299997
2021-03-05T23:00:00Z,120.60138511428563,120.0450223,13.980094021428567,15.2459744,11.290513649999996,11.5271435,264.7074011,195.76220776,43.394408623008346,43.9041115,363.4701901560144,209.72632913639998,358.55029754016414,377.1060129
2021-03-06T23:00:00Z,120.5408594499999,119.1108344,13.987218892857138,15.2503864,11.451422671428569,11.5655797,273.80952045214286,312.23634575,44.25110734443691,47.3248975,357.1754164211644,285.0088465892,361.1673323687356,377.9135415
2021-03-07T23:00:00Z,120.75259082857134,124.6445418,14.047034499999995,14.127599,11.45530404285714,12.1068826,281.35733842785714,350.92378822,44.24472590157978,51.1146664,356.7840945202501,362.9121746649,363.6526361758784,382.0449079
2021-03-08T23:00:00Z,121.18862485714278,124.6098422,14.20132531428571,14.1913688,11.575743614285711,14.2781733,288.8572161028571,346.49065337999997,44.955635880151206,56.4121416,358.06134517890007,366.41066532,366.2864014013356,382.0313182564
2021-03-09T23:00:00Z,121.36695818571421,122.7468036,14.279453785714281,15.1245379,11.65375811428571,13.1996395,297.5878701521428,343.3819294,46.12445770872264,56.2086791,359.9134614993358,377.83697421840003,368.1192202513356,371.2887707
2021-03-10T23:00:00Z,121.43039244999991,121.84571700000001,14.687875399999996,15.3787307,11.734479121428567,12.1311459,304.8796558414285,342.28411426,46.038673984181216,46.8191308,361.36103355012864,377.9882909601,370.0886378013356,370.0180725
2021-03-11T23:00:00Z,121.48633807142849,122.0265667,14.876628199999997,14.7098506,11.69703491428571,10.4389238,311.60658679357135,339.70448278,46.154920300000015,47.2785722,362.3564433578144,379.5183796711,372.2578979370499,374.4995794
2021-03-12T23:00:00Z,121.68871654285707,121.7682783,14.926564907142856,15.0935335,11.541929299999996,8.7993015,312.85271397785704,252.20712932,46.844537028571445,44.720373,363.2853984277929,381.2227127389,373.8040070513356,373.9161071
2021-03-13T23:00:00Z,121.86962762857135,121.4626193,14.92531602142857,14.3693468,11.542550478571426,10.970584,307.5849998871427,254.44309953,47.49803265000002,45.007114,355.2693466041857,382.12506977510003,375.18232015847843,372.0253111
2021-03-14T23:00:00Z,121.79589599999993,121.22694249999999,14.910318864285712,13.8638527,11.501062099999999,10.9587217,310.0189006542856,338.77512697000003,47.76904651428573,45.0117959,356.3181155698143,385.78427443559997,376.16928777276416,377.9098323
2021-03-15T23:00:00Z,121.99239282857135,121.9852113,14.768502457142855,13.4055616,11.49998809285714,9.8655174,311.9493343299999,351.15875376,47.72812327857145,41.3455142,356.30501328515004,374.7908792804,376.73584484419274,380.3036973
2021-03-16T23:00:00Z,122.00534857857134,122.4736635,14.742735349999998,15.0334244,11.422566999999999,10.4403572,317.2170068271427,378.83269127,47.12648132142859,39.7399504,355.3763419341286,355.6748069078,377.2112860398785,383.0398893396
2021-03-17T23:00:00Z,122.02834631428563,122.7550881,14.721571728571424,15.054387,11.420146871428571,10.9605304,323.26390422357133,392.78642595,46.8445746214286,42.822303,355.49761011577147,363.7150518062,377.58024921564277,384.8913509
2021-03-18T23:00:00Z,122.09671667857135,122.6529025,14.707061378571426,15.0503055,11.378966171428571,12.0630259,328.4786430242856,399.71425399,46.50498818571431,43.360585,354.6209435828572,361.9787546559,377.98043963542847,384.7377637
2021-03-19T23:00:00Z,122.2420230357142,122.0793113,14.693114149999998,15.0507132,11.261546628571427,9.8832699,340.9595907249999,370.49547557,46.141680421428596,38.8178028,366.1056465593072,370.5121708067,378.35887076399996,382.4040487
2021-03-20T23:00:00Z,122.42059447142849,121.6108345,14.674264807142857,14.9864956,11.180066264285713,10.4248546,345.78918622357133,379.85068273,45.698773592857165,41.1242019,368.8480755219215,323.4028520658,378.6600774997142,382.1304358
2021-03-21T23:00:00Z,122.41829446428562,124.61234169999999,14.76042829285714,15.3338878,11.255544721428569,13.163581,349.5389958185714,403.42112255,45.295208607142875,45.4647566,368.4089774820858,356.7648021072,379.2781794854285,390.6983357
2021-03-22T23:00:00Z,122.23878799285706,122.0967516,14.84317387142857,15.3498069,11.137007007142856,12.6186453,353.17357642999986,397.37478194,44.545219007142876,45.9122872,369.6979655705144,384.456498558,379.9196477456856,391.0118739
2021-03-23T23:00:00Z,122.13804267857134,121.3363692,14.860776564285713,15.3709756,10.899124814285713,9.8692888,354.95847407571415,368.37049644,43.755170457142874,45.1479994,369.96666412322867,381.5987539564,381.2480940171141,389.8870185
2021-03-24T23:00:00Z,122.19001057142849,122.5732675,14.850364814285712,15.2329662,10.776350928571427,10.4123115,356.66505224357127,366.17620861,43.6350141857143,45.136943,370.43952143181434,384.6082932803,382.8529760885427,392.4864215
2021-03-25T23:00:00Z,122.22831841428561,122.5628765,14.816003392857139,14.2287907,10.892332757142855,12.0626694,358.0092367607141,358.52306602,43.293599814285734,42.498771,370.2995978074072,377.5594489294,383.9261185099713,389.5235733
2021-03-26T23:00:00Z,122.21587778571418,121.5941095,14.731922849999995,13.9164059,10.967960521428568,9.8580902,359.4656265749999,272.59658672,43.010223614285735,40.7531062,369.57709621398584,371.107690431,383.21760074568556,363.9968584
2021-03-27T23:00:00Z,122.10771701428563,119.9483685,14.698165421428568,13.8967428,10.92820981428571,10.4140741,360.437709362857,268.05225856,42.68503080714288,40.4544147,368.48624255799297,366.85311859120003,383.551734174257,376.7031791
2021-03-28T22:00:00Z,122.17591352857134,122.18169370000001,14.702023028571427,13.9178592,11.006477192857137,12.054465,358.8493516771427,316.53811937,42.840431677414855,47.1874080838077,366.64146286380003,359.9573587169,383.6488798157213,379.2698712805
2021-03-29T22:00:00Z,122.19455410714279,122.24617939999999,14.741142735714282,13.9532375,11.046623999999996,10.4275727,355.4927264835713,304.16600105000003,43.307496043409856,47.88441532393,367.9823053754572,393.56267444360003,383.6230288556427,379.9417838589
2021-03-30T22:00:00Z,121.73258689285707,116.0061225,14.66403624285714,13.9539335,10.774067857142853,6.6245712,343.9395290585712,217.08792732,43.827070581259626,47.013993929896706,361.32393886379293,262.4576757445,383.2121587028141,377.2877072
2021-03-31T22:00:00Z,120.3670533571428,103.6376186,14.667261614285712,15.0995422,10.306825521428566,4.4191377,339.7648564414284,334.34100931,44.270583696710965,49.031486616318794,361.3192107757858,363.6488585741,382.523129777207,375.2449459415
2021-04-01T22:00:00Z,119.03914377857136,104.06216839999999,14.753827642857141,16.2622299,9.759626735714281,4.4022429,335.22290015928553,336.12686604,44.608748156084175,48.094887431225,363.35622241039295,390.49691754040003,381.78334275237836,374.3807453524
2021-04-02T22:00:00Z,117.58089004999995,101.6637591,14.986568385714284,18.3090836,9.367930921428568,4.3995285,332.21228139571406,328.34681288,45.207370727512746,47.1985188,364.9264798995715,392.4957756552,381.0605135158855,372.2844393891
2021-04-03T22:00:00Z,116.17631333571423,101.94676050000001,15.159499878571426,17.4075365,8.93651089285714,4.3849742,328.86668317999977,333.01230771,45.87807450608418,50.5140548,370.14844046992147,396.5103000507,380.27259639070695,371.0995960475
2021-04-04T22:00:00Z,114.94256923571425,107.3399243,15.310076964285713,17.441967000000002,8.309460764285712,4.3848792,324.7834357299998,346.25565825,45.63449734456194,42.0546763386886,372.86685138332865,394.8225548949,379.1043318320498,374.3426318788
2021-04-05T22:00:00Z,113.55236952857139,102.6339557,15.456237821428571,17.3960589,7.721994421428568,4.3941165,321.42345359714267,350.33503208,46.15647635383575,53.2199933298334,373.7652178454358,397.0336290275,378.08499182308555,376.7411137745
2021-04-06T22:00:00Z,111.71089901428567,95.555782,15.606021878571427,17.4679524,7.331607514285712,4.4038721,321.49404787142834,369.35881628,47.25346305819405,60.5058132610162,374.73074890147865,395.116188741,377.3365263590999,379.4085020042
2021-04-07T22:00:00Z,110.3789278071428,103.92567059999999,15.787141692857142,17.7686436,6.902252864285711,4.4013464,321.19834718928547,362.03639906,48.29474409421105,59.7148775042378,374.60375478361436,382.83037563019997,376.4459476248927,380.0183192211
2021-04-08T22:00:00Z,109.95251874999995,116.5931497,16.044989714285713,17.838663,6.432791449999996,5.4902096,321.1443400349998,357.76696586,49.04502091563961,53.0026465,374.63215104913576,377.9569966467,372.8731671234213,339.5046462794
2021-04-09T22:00:00Z,109.02364473571423,108.5898733,16.319730885714286,17.7627823,6.12154236428571,5.500603,325.8378576814284,338.30583377,49.56643848706818,48.0529522,374.06820422123576,363.2124348404,371.41369551372844,343.56425586430004
2021-04-10T22:00:00Z,108.13987767857137,107.57562970000001,16.559310735714284,17.2508607,5.769217928571424,5.481532,329.27532634571406,316.17681986,50.014986622782466,46.7340886,373.7313168804572,362.1366958203,368.8525021642499,340.8464722073
2021-04-11T22:00:00Z,107.4643057714285,112.723687,16.791005364285713,17.161584,5.300564007142853,5.4933101,330.4702050964284,333.26642188,50.48178974536763,53.7226518,373.85902412892153,361.74526019539996,365.819378075657,336.8061340402
2021-04-12T22:00:00Z,106.90595164285706,114.4292216,17.05802332142857,17.6914889,4.791124157142853,3.2954148,333.1558687149999,341.76529171,52.12474366508692,70.8857702,370.7740989619072,350.3737221054,363.7938425860499,351.5842870044
2021-04-13T22:00:00Z,106.75550939999992,113.8999311,17.332182657142855,17.7921642,4.552986207142854,3.2906399,343.093008837857,356.20788904,53.4446346200943,65.4924673,377.6185099038715,358.279428932,363.4833308248499,372.9405425432
2021-04-14T22:00:00Z,107.96306480714279,120.54339429999999,17.525435778571428,17.8050859,4.708078307142854,6.5904271,344.884342592857,359.41968188,54.31787978048254,61.2569188617542,376.04288364087864,341.5900908922,363.51792138422127,375.7292137727
2021-04-15T22:00:00Z,108.65589432857135,113.7617817,17.651420064285713,18.0260099,5.254772935714281,12.0559677,346.3912087035713,357.22299159,54.86537592559414,55.7598334627873,372.9695847728286,347.4707333877,363.70506351147134,377.0007351339
2021-04-16T22:00:00Z,109.38713842142849,111.9011764,18.108690907142854,24.7108754,5.957563871428567,14.2386016,347.49222313428555,343.76101491000003,54.56517670174997,42.9957296661817,369.4563775101643,343.3108739779,363.6714842988927,371.814330413
2021-04-17T22:00:00Z,110.11398166428562,112.12256590000001,18.67177261428571,25.2906804,6.466756328571424,11.5136686,347.413817932857,331.91463489,54.21221542931239,45.5725969858739,365.76393291125004,344.8160756659,363.7873770981427,372.722095237
2021-04-18T22:00:00Z,110.93872779999992,118.8863702,19.2307695,25.2679234,7.132981057142852,13.7120254,349.2080984314284,371.37558523,55.36961909997893,58.2583277280202,362.599439252,350.51964366540005,364.1451016343499,379.3507753857
2021-04-19T22:00:00Z,111.73789691428563,113.8223233,19.840335285714282,25.9299799,6.861040028571424,0.5869421,350.1625913907141,363.69793351,56.03651266287462,62.5565032103732,359.1485174235214,348.7207234288,363.9238078459642,373.6430007371
2021-04-20T22:00:00Z,113.18632752142848,115.8338105,20.541787635714282,27.2882853,7.6488664357142815,15.4334418,348.45426210357124,345.44220626000003,55.642143737176596,54.9846483012439,355.7761285332286,347.9027442769,363.02338326539984,366.8025578763
2021-04-21T22:00:00Z,114.07945917857134,116.4295138,21.097656942857135,25.5508139,8.433211192857138,15.382173,349.6790050699998,379.18280059,55.30840549119756,55.0425420605313,353.17777335197854,346.4534030927,362.24693972376417,369.1481096382
2021-04-22T22:00:00Z,113.99742185714277,115.44462719999999,21.656868599999996,25.6676262,8.8216453214285675,10.9282874,348.2012187042855,337.07795674,54.85292259589471,46.6258859657601,350.98959594705,347.3225129777,364.88107475304275,376.3825366893
2021-04-23T22:00:00Z,114.23263572857135,111.88286749999999,22.185613835714282,25.1652156,9.367253707142853,13.1391204,346.8760261414283,319.75313789,53.97001633534834,35.6922645523508,349.4015530703571,340.9798345667,367.33980158118555,377.9864314583
2021-04-24T22:00:00Z,114.63220341428563,113.1695773,22.64946858571428,23.7448272,9.836303471428568,12.0482287,345.8843357335712,302.29315415,53.478825190009346,39.8574125652541,347.66418706323566,337.8135717206,370.026737553057,378.46357581350003
2021-04-25T22:00:00Z,114.86755081428564,116.0185506,23.40464725714285,27.7340854,10.383190778571427,13.1497324,345.6361038978569,329.79117618,53.75479130581609,57.5861774212945,346.39476533287853,343.9733559704,373.1363361663998,380.340514627
2021-04-26T22:00:00Z,115.03624759285705,116.7909765,24.11520286428571,27.6392674,11.08630164285714,13.1389669,342.5847871792854,299.04685765,52.86139769153038,58.3782596,345.8260370320285,342.41152589349997,375.344573051057,382.4996033896
2021-04-27T22:00:00Z,115.21864102857134,116.45343919999999,24.867790707142852,28.328394,11.633903721428569,10.957069,338.581067890714,300.155819,52.25146056295894,56.9533475,345.7264310083,356.8849445998,375.8265726979213,379.6885375993
2021-04-28T22:00:00Z,114.81238285714277,114.8557799,25.619846692857134,28.3338697,12.168110342857139,14.0693198,335.7005668192854,319.09266688,51.62793937283364,52.5276222,346.7707143838428,356.2100581498,376.05539587914274,378.9327383098
2021-04-29T22:00:00Z,114.88059604999991,114.7167664,26.374759549999993,28.5947899,12.407229907142854,15.4036416,325.8075026492855,218.72009321000002,51.330280646920265,51.5926113,335.32974370870704,187.2971439358,375.69139229017844,371.9046848884
2021-04-30T22:00:00Z,115.08198364285705,114.7206027,26.694628299999994,29.1890379,12.246019271428569,11.9816527,319.59728330357115,256.81794407,50.86146694219301,36.4323378,337.14986713188557,368.7926019024,375.2012356421713,364.9521373409
2021-05-01T22:00:00Z,115.20080964285707,113.7861299,26.97173122857142,29.1701214,12.049163207142856,8.7576837,314.079101050714,254.66008335,50.41632437177344,39.340601,338.6905508536142,366.38564777010004,374.68288413642847,365.4651741566
2021-05-02T22:00:00Z,114.96998824999991,115.6548707,27.24449803571428,29.0866587,12.167782192857143,15.3726912,306.0953947028568,259.60369636,49.32655791262914,43.0015973,339.1397058269427,356.807813292,373.8053259654713,367.0649609923
2021-05-03T22:00:00Z,115.09217426428563,115.5329275,27.481781142857137,29.2519434,13.099696907142857,13.6337481,298.43227757571395,256.41429373,48.37683770474534,49.2604203,338.7309962492141,342.9987893406,373.2679952505999,366.1203707289
