"plot_date","full_avg","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
2021-09-11,0.84934,0.913,0.8649,0.7603,0.8855,0.7686,0.8542,0.8116,0.7676,0.9396,0.9281,0.7021,NA
2021-09-12,0.85162,0.9147,0.8664,0.7632,0.887,0.7722,0.8564,0.8142,0.7701,0.9413,0.9307,0.7051,NA
2021-09-13,0.85386,0.9162,0.8679,0.7661,0.8895,0.7765,0.8583,0.8161,0.7717,0.943,0.9333,0.7068,NA
2021-09-14,0.8561,0.9176,0.8699,0.7696,0.8919,0.7798,0.8601,0.8164,0.7758,0.9453,0.9346,0.7081,NA
2021-09-15,0.85833,0.9189,0.8721,0.7731,0.8934,0.7831,0.8619,0.8174,0.7799,0.9478,0.9357,0.7093,NA
2021-09-16,0.86055,0.9207,0.8745,0.7756,0.8945,0.7861,0.8637,0.8197,0.7843,0.9497,0.9367,0.7105,NA
2021-09-17,0.86241,0.9228,0.8758,0.7779,0.8958,0.7891,0.8662,0.8218,0.7873,0.9511,0.9363,0.7125,NA
2021-09-18,0.86431,0.9251,0.877,0.7799,0.8973,0.7921,0.869,0.8224,0.7906,0.952,0.9377,0.7155,NA
2021-09-19,0.86608,0.9264,0.8784,0.7817,0.8988,0.7958,0.8706,0.8231,0.7939,0.9524,0.9397,0.7185,NA
2021-09-20,0.86794,0.9274,0.8798,0.7849,0.9006,0.7997,0.8722,0.8239,0.7959,0.9533,0.9417,0.7203,NA
2021-09-21,0.86946,0.9285,0.8815,0.7876,0.9028,0.8026,0.8743,0.8196,0.7998,0.9554,0.9425,0.722,NA
2021-09-22,0.87202,0.9297,0.8837,0.7907,0.904,0.805,0.8823,0.8216,0.8023,0.9575,0.9434,0.7235,NA
2021-09-23,0.87389,0.9306,0.8857,0.7928,0.9044,0.8072,0.8844,0.8248,0.8062,0.9585,0.9443,0.7256,NA
2021-09-24,0.87573,0.932,0.8875,0.7949,0.9052,0.8087,0.8873,0.8283,0.8081,0.9598,0.9455,0.7281,NA
2021-09-25,0.87728,0.9337,0.8891,0.7966,0.9059,0.8108,0.8902,0.8298,0.8098,0.9602,0.9467,0.7341,NA
2021-09-26,0.87885,0.935,0.8906,0.798,0.9066,0.8136,0.8916,0.8319,0.8118,0.9613,0.9481,0.7379,NA
2021-09-27,0.88061,0.9361,0.8922,0.7997,0.9087,0.8164,0.8932,0.8336,0.8142,0.9627,0.9493,0.7406,NA
2021-09-28,0.88245,0.9371,0.8943,0.8027,0.9109,0.8183,0.8953,0.8358,0.8166,0.9648,0.9487,0.7426,NA
2021-09-29,0.8843,0.9385,0.8965,0.8058,0.9121,0.8202,0.8968,0.8384,0.8193,0.9671,0.9483,0.745,NA
2021-09-30,0.8857,0.9395,0.8989,0.8076,0.9134,0.8216,0.8983,0.8411,0.8221,0.967,0.9475,0.744,NA
2021-10-01,0.88712,0.9407,0.9006,0.811,0.9129,0.8232,0.8993,0.8443,0.8229,0.9694,0.9469,0.749,NA
2021-10-02,0.88867,0.9419,0.902,0.8127,0.9142,0.8249,0.9012,0.8469,0.8244,0.9705,0.948,0.7514,NA
2021-10-03,0.89023,0.9429,0.9037,0.8144,0.9157,0.8272,0.9025,0.8493,0.8259,0.9707,0.95,0.7543,NA
2021-10-04,0.89163,0.9439,0.905,0.8158,0.9175,0.8296,0.9036,0.8507,0.8273,0.9707,0.9522,0.756,NA
2021-10-05,0.89327,0.945,0.9067,0.818,0.9194,0.8313,0.9049,0.8536,0.8291,0.9719,0.9528,0.7582,NA
2021-10-06,0.89466,0.9459,0.9086,0.8203,0.9203,0.8329,0.9051,0.8548,0.8319,0.9734,0.9534,0.7593,NA
2021-10-07,0.89576,0.9467,0.9103,0.8221,0.9207,0.8346,0.905,0.8568,0.8346,0.9729,0.9539,0.7598,NA
2021-10-08,0.89685,0.9479,0.9113,0.8238,0.9215,0.8359,0.9059,0.8588,0.8362,0.9729,0.9543,0.7609,NA
2021-10-09,0.89783,0.949,0.9123,0.8254,0.9224,0.8375,0.9067,0.8595,0.8376,0.973,0.9549,0.763,NA
2021-10-10,0.8985,0.9497,0.9126,0.8269,0.9233,0.8395,0.9065,0.8597,0.8394,0.9701,0.9573,0.7692,NA
2021-10-11,0.89936,0.9502,0.9132,0.8279,0.925,0.8413,0.9055,0.8603,0.8419,0.9706,0.9577,0.7692,NA
2021-10-12,0.90032,0.9509,0.914,0.8297,0.9269,0.8417,0.9045,0.8614,0.845,0.9719,0.9572,0.7697,NA
2021-10-13,0.90112,0.9515,0.9152,0.8315,0.928,0.8414,0.9038,0.8631,0.849,0.9737,0.954,0.769,NA
2021-10-14,0.90198,0.9524,0.9162,0.8319,0.9288,0.8408,0.9034,0.8665,0.8527,0.9743,0.9528,0.7689,NA
2021-10-15,0.90264,0.9529,0.9164,0.8325,0.9295,0.8399,0.9043,0.8699,0.855,0.9749,0.9511,0.7689,NA
2021-10-16,0.90324,0.9537,0.9167,0.8332,0.9305,0.8393,0.9059,0.872,0.8571,0.9746,0.9494,0.7696,NA
2021-10-17,0.90365,0.9534,0.9171,0.8342,0.9314,0.8395,0.9062,0.8739,0.8588,0.9749,0.9471,0.7706,NA
2021-10-18,0.90442,0.953,0.9179,0.8353,0.9333,0.8399,0.9061,0.8752,0.8603,0.975,0.9482,0.7706,NA
2021-10-19,0.905,0.9525,0.919,0.8372,0.9352,0.8391,0.9054,0.8768,0.8619,0.9759,0.947,0.7711,NA
2021-10-20,0.90552,0.9521,0.9205,0.8392,0.9363,0.8381,0.9044,0.8784,0.8645,0.9756,0.9461,0.7723,NA
2021-10-21,0.90611,0.9514,0.9222,0.8406,0.9368,0.8372,0.9036,0.8809,0.8669,0.9758,0.9457,0.7725,NA
2021-10-22,0.90655,0.9514,0.9234,0.8422,0.9367,0.8365,0.9034,0.8831,0.8678,0.9758,0.9452,0.7718,NA
2021-10-23,0.90677,0.9515,0.9239,0.8439,0.9361,0.8365,0.9034,0.8838,0.8687,0.9752,0.9447,0.7716,NA
2021-10-24,0.90705,0.9507,0.9241,0.8455,0.9359,0.8372,0.9024,0.8847,0.8693,0.9756,0.9451,0.7718,NA
2021-10-25,0.90762,0.95,0.9242,0.8474,0.9364,0.8378,0.9015,0.886,0.8697,0.9761,0.9471,0.7706,NA
2021-10-26,0.90789,0.9496,0.9241,0.8497,0.9369,0.8376,0.9009,0.8866,0.8699,0.9766,0.947,0.7697,NA
2021-10-27,0.90795,0.9489,0.9241,0.852,0.9363,0.8373,0.9003,0.8873,0.8695,0.9783,0.9455,0.77,NA
2021-10-28,0.90789,0.9483,0.9236,0.8535,0.9351,0.8369,0.9,0.8882,0.87,0.9786,0.9447,0.7696,NA
2021-10-29,0.90751,0.9485,0.9217,0.8544,0.9334,0.8361,0.9001,0.8903,0.8687,0.9776,0.9443,0.7694,NA
2021-10-30,0.90721,0.9489,0.9195,0.8546,0.9321,0.8358,0.9012,0.8896,0.8692,0.9765,0.9447,0.7692,NA
2021-10-31,0.90734,0.9493,0.9178,0.8546,0.9358,0.8373,0.9022,0.8888,0.868,0.9729,0.9467,0.7702,NA
2021-11-01,0.9072,0.9491,0.9168,0.8529,0.936,0.838,0.8995,0.8884,0.8676,0.9734,0.9503,0.7704,NA
2021-11-02,0.90695,0.9479,0.9159,0.8537,0.9365,0.8362,0.8977,0.8872,0.8688,0.9748,0.9508,0.7679,NA
2021-11-03,0.90628,0.9469,0.9153,0.8543,0.9357,0.8343,0.8947,0.8866,0.8691,0.976,0.9499,0.7647,NA
2021-11-04,0.90549,0.9463,0.9148,0.8535,0.9348,0.8326,0.892,0.8867,0.8697,0.9765,0.948,0.7621,NA
2021-11-05,0.90452,0.9459,0.9135,0.8527,0.9334,0.8313,0.8903,0.8866,0.8694,0.9762,0.9459,0.7597,NA
2021-11-06,0.90346,0.9458,0.9117,0.8518,0.9318,0.8309,0.8886,0.8843,0.8694,0.9759,0.9444,0.7588,NA
2021-11-07,0.90239,0.9445,0.9096,0.8519,0.9309,0.8314,0.8845,0.8816,0.8699,0.9757,0.9439,0.7582,NA
2021-11-08,0.90101,0.9431,0.9065,0.8517,0.9307,0.8321,0.8801,0.8784,0.8689,0.975,0.9436,0.7554,NA
2021-11-09,0.89974,0.9418,0.9047,0.8519,0.9303,0.8318,0.875,0.8764,0.8688,0.9749,0.9418,0.7524,NA
2021-11-10,0.89824,0.9407,0.9037,0.8517,0.929,0.8313,0.8702,0.874,0.868,0.9747,0.9391,0.7495,NA
2021-11-11,0.89699,0.9392,0.9024,0.8505,0.928,0.8311,0.8665,0.8726,0.8689,0.9735,0.9372,0.7465,NA
2021-11-12,0.89538,0.9384,0.9001,0.8489,0.9268,0.8302,0.8628,0.8711,0.8685,0.9718,0.9352,0.7433,NA
2021-11-13,0.8936,0.9373,0.8978,0.8472,0.9256,0.8296,0.8595,0.8681,0.8676,0.9699,0.9334,0.7415,NA
2021-11-14,0.89155,0.935,0.8956,0.8453,0.9248,0.8286,0.855,0.8635,0.8666,0.9678,0.9333,0.7404,NA
2021-11-15,0.88962,0.9321,0.8929,0.8428,0.9244,0.8288,0.8505,0.8597,0.865,0.9664,0.9336,0.7372,NA
2021-11-16,0.88762,0.9287,0.8903,0.8411,0.9239,0.8279,0.8475,0.8568,0.8627,0.9651,0.9322,0.7334,NA
2021-11-17,0.88541,0.925,0.8883,0.8395,0.9222,0.8268,0.8442,0.8527,0.8606,0.9641,0.9307,0.7302,NA
2021-11-18,0.88336,0.9221,0.8867,0.8369,0.92,0.826,0.8411,0.8515,0.8582,0.9617,0.9294,0.7273,NA
2021-11-19,0.88096,0.9205,0.884,0.8342,0.9176,0.8248,0.8389,0.8493,0.8545,0.9584,0.9274,0.7252,NA
2021-11-20,0.8779,0.9192,0.8816,0.8311,0.9147,0.8241,0.8371,0.8436,0.8491,0.9542,0.9243,0.7237,NA
2021-11-21,0.87487,0.9162,0.8792,0.8271,0.9118,0.8223,0.835,0.8402,0.8439,0.9507,0.9223,0.7218,NA
2021-11-22,0.87199,0.9128,0.8766,0.8235,0.9102,0.8193,0.8327,0.8376,0.8387,0.9485,0.92,0.718,NA
2021-11-23,0.86918,0.9096,0.8743,0.8212,0.9089,0.8143,0.8297,0.8348,0.8342,0.9483,0.9165,0.7135,NA
2021-11-24,0.86639,0.9065,0.8729,0.8193,0.9061,0.8092,0.8266,0.8312,0.8312,0.9483,0.9126,0.7075,NA
2021-11-25,0.86316,0.9034,0.8716,0.8151,0.9024,0.8044,0.8227,0.8288,0.8285,0.9469,0.9078,0.7022,NA
2021-11-26,0.85973,0.9012,0.8696,0.8097,0.8985,0.7995,0.8198,0.8261,0.824,0.9463,0.9026,0.6971,NA
2021-11-27,0.85621,0.8995,0.8674,0.8042,0.895,0.7951,0.817,0.821,0.8198,0.9458,0.8973,0.6928,NA
2021-11-28,0.8526,0.8962,0.8648,0.7987,0.892,0.7916,0.8116,0.8156,0.817,0.9455,0.893,0.6886,NA
2021-11-29,0.84874,0.893,0.8615,0.7943,0.8895,0.7888,0.8046,0.8095,0.8126,0.945,0.8886,0.6827,NA
2021-11-30,0.84433,0.8906,0.8574,0.7915,0.887,0.7844,0.7973,0.8008,0.8089,0.9422,0.8832,0.6772,NA
2021-12-01,0.84062,0.8869,0.8539,0.7887,0.8834,0.7807,0.7913,0.7952,0.8064,0.9425,0.8772,0.6715,NA
2021-12-02,0.83634,0.884,0.8505,0.7842,0.8782,0.7773,0.7855,0.789,0.805,0.9391,0.8706,0.6659,NA
2021-12-03,0.83195,0.8819,0.8451,0.7791,0.8725,0.7736,0.7805,0.7841,0.8027,0.9359,0.8641,0.6599,NA
2021-12-04,0.82751,0.8802,0.8407,0.7737,0.867,0.7703,0.7751,0.7782,0.7994,0.9322,0.8583,0.6554,NA
2021-12-05,0.82304,0.8769,0.8363,0.7687,0.8622,0.7679,0.7679,0.7727,0.7955,0.9283,0.854,0.6509,NA
2021-12-06,0.8183,0.8732,0.83,0.7637,0.8589,0.7658,0.7605,0.7675,0.7882,0.9255,0.8497,0.6446,NA
2021-12-07,0.81462,0.8697,0.824,0.7599,0.8555,0.7631,0.7542,0.7615,0.7903,0.9242,0.8438,0.6386,NA
2021-12-08,0.81102,0.8668,0.8188,0.757,0.851,0.7603,0.749,0.756,0.789,0.9241,0.8382,0.6326,NA
2021-12-09,0.80667,0.8638,0.8139,0.7523,0.8454,0.7567,0.7444,0.7504,0.7874,0.9213,0.8311,0.6263,NA
2021-12-10,0.80204,0.8615,0.8074,0.7477,0.84,0.7524,0.7409,0.7445,0.783,0.9183,0.8247,0.6202,NA
2021-12-11,0.79712,0.8589,0.8004,0.7427,0.8346,0.748,0.7376,0.7385,0.778,0.9137,0.8188,0.6153,NA
2021-12-12,0.79166,0.8556,0.7926,0.7376,0.8298,0.7448,0.732,0.7295,0.7712,0.9093,0.8142,0.6114,NA
2021-12-13,0.78676,0.8519,0.7846,0.7325,0.8262,0.7417,0.7264,0.7221,0.7657,0.9058,0.8107,0.606,NA
2021-12-14,0.78216,0.8481,0.7783,0.7293,0.8227,0.7373,0.7206,0.716,0.7588,0.9043,0.8062,0.6011,NA
2021-12-15,0.77824,0.8464,0.7745,0.7267,0.8177,0.733,0.7146,0.7108,0.7534,0.9032,0.8021,0.5963,NA
2021-12-16,0.77394,0.8428,0.7714,0.7231,0.8131,0.7293,0.7085,0.7049,0.7481,0.9006,0.7976,0.5915,NA
2021-12-17,0.76985,0.8402,0.7672,0.7187,0.8085,0.7266,0.7033,0.7,0.7421,0.8985,0.7934,0.5867,NA
2021-12-18,0.76571,0.8371,0.7629,0.7145,0.805,0.724,0.6983,0.693,0.7364,0.8961,0.7898,0.5827,NA
2021-12-19,0.76169,0.8323,0.7584,0.7106,0.8017,0.7227,0.6916,0.6857,0.7311,0.8954,0.7874,0.5784,NA
2021-12-20,0.75772,0.8272,0.7539,0.7069,0.7986,0.7215,0.6844,0.6789,0.7262,0.8949,0.7847,0.5716,NA
2021-12-21,0.75394,0.8223,0.7478,0.7046,0.7955,0.719,0.6781,0.6732,0.723,0.8951,0.7808,0.564,NA
2021-12-22,0.75093,0.8185,0.7445,0.7028,0.7919,0.717,0.6722,0.6682,0.7212,0.8954,0.7776,0.5558,NA
2021-12-23,0.74862,0.816,0.7418,0.701,0.7891,0.715,0.6674,0.6659,0.7192,0.8954,0.7754,0.5496,NA
2021-12-24,0.74681,0.8132,0.7395,0.7,0.7869,0.7136,0.6649,0.6644,0.7168,0.8954,0.7734,0.5462,NA
2021-12-25,0.74531,0.8114,0.738,0.6996,0.7847,0.7126,0.6636,0.6631,0.7148,0.8955,0.7698,0.5435,NA
2021-12-26,0.74354,0.8094,0.7364,0.6988,0.7815,0.7118,0.6614,0.6609,0.712,0.8951,0.7681,0.5401,NA
2021-12-27,0.7406,0.8069,0.7345,0.6978,0.7769,0.7104,0.6571,0.6564,0.7081,0.8936,0.7643,0.5371,NA
2021-12-28,0.73726,0.8044,0.7329,0.6968,0.7713,0.7078,0.6521,0.6517,0.7046,0.8917,0.7593,0.5347,NA
2021-12-29,0.73376,0.8017,0.7312,0.6956,0.7643,0.7048,0.6465,0.6474,0.7024,0.8895,0.7542,0.5335,NA
2021-12-30,0.73057,0.7989,0.7295,0.695,0.7579,0.7018,0.641,0.6452,0.701,0.8864,0.749,0.5332,NA
2021-12-31,0.72771,0.797,0.7277,0.6934,0.7517,0.6998,0.6361,0.6442,0.6992,0.8836,0.7444,0.5345,NA
